-4.499999999999999660e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.921559999999999935e-02,-2.505929999999999963e-02,4.449630000000000120e-06,4.019969999999999964e-07
-3.500000000000000073e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.867370000000000141e-02,-2.417290000000000064e-02,-3.022600000000000165e-05,4.019969999999999964e-07
-2.500000000000000052e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.821240000000000012e-02,-2.323839999999999933e-02,-7.165019999999999376e-05,4.019969999999999964e-07
-1.500000000000000031e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.799629999999999980e-02,-2.262230000000000144e-02,-7.842579999999999712e-05,4.019969999999999964e-07
-5.000010000000000262e-04,-2.949999999999999845e-02,-4.499999999999999660e-03,1.778539999999999982e-02,-2.200540000000000135e-02,-9.533059999999999830e-05,4.019969999999999964e-07
4.999989999999999947e-04,-2.949999999999999845e-02,-4.499999999999999660e-03,1.757989999999999900e-02,-2.139100000000000029e-02,-1.119429999999999953e-04,4.019969999999999964e-07
1.500000000000000031e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.736580000000000068e-02,-2.077340000000000089e-02,-1.258479999999999918e-04,4.019969999999999964e-07
2.500000000000000052e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.715389999999999970e-02,-2.016499999999999890e-02,-1.368329999999999959e-04,4.019969999999999964e-07
3.500000000000000073e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.694690000000000085e-02,-1.955000000000000140e-02,-1.484500000000000034e-04,4.019969999999999964e-07
4.499999999999999660e-03,-2.949999999999999845e-02,-4.499999999999999660e-03,1.673349999999999838e-02,-1.893260000000000082e-02,-1.624150000000000094e-04,4.019969999999999964e-07
-5.499999999999999681e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.887149999999999939e-02,-2.650419999999999859e-02,1.778789999999999956e-05,4.019969999999999964e-07
-4.499999999999999660e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.832359999999999892e-02,-2.561230000000000104e-02,-2.101719999999999928e-05,4.019969999999999964e-07
-3.500000000000000073e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.778019999999999948e-02,-2.472349999999999895e-02,-6.520539999999999746e-05,4.019969999999999964e-07
-2.500000000000000052e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.759919999999999887e-02,-2.344979999999999981e-02,-1.253629999999999990e-04,4.019969999999999964e-07
-1.500000000000000031e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.738489999999999827e-02,-2.283249999999999863e-02,-1.309430000000000099e-04,4.019969999999999964e-07
-5.000010000000000262e-04,-2.850000000000000103e-02,-4.499999999999999660e-03,1.717350000000000126e-02,-2.222050000000000067e-02,-1.446390000000000089e-04,4.019969999999999964e-07
4.999989999999999947e-04,-2.850000000000000103e-02,-4.499999999999999660e-03,1.696030000000000107e-02,-2.160559999999999911e-02,-1.586389999999999968e-04,4.019969999999999964e-07
1.500000000000000031e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.674869999999999831e-02,-2.098879999999999843e-02,-1.707079999999999926e-04,4.019969999999999964e-07
2.500000000000000052e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.654289999999999927e-02,-2.037260000000000112e-02,-1.886810000000000050e-04,4.019969999999999964e-07
3.500000000000000073e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.632789999999999936e-02,-1.975920000000000107e-02,-1.990270000000000038e-04,4.019969999999999964e-07
4.499999999999999660e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.611599999999999838e-02,-1.914460000000000120e-02,-2.179410000000000060e-04,4.019969999999999964e-07
5.499999999999999681e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,1.590619999999999881e-02,-1.853039999999999896e-02,-2.311679999999999931e-04,4.019969999999999964e-07
6.499999999999999702e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,2.470719999999999861e-02,-1.647240000000000162e-02,8.737590000000000482e-05,4.649959999999999903e-07
7.499999999999999722e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,2.444860000000000089e-02,-1.579989999999999867e-02,3.334890000000000185e-05,4.649959999999999903e-07
8.500000000000000611e-03,-2.850000000000000103e-02,-4.499999999999999660e-03,2.422440000000000010e-02,-1.516750000000000043e-02,-1.735639999999999869e-05,4.649959999999999903e-07
-1.149999999999999981e-02,-2.750000000000000014e-02,-4.499999999999999660e-03,8.687969999999999721e-03,-2.893460000000000129e-02,4.009200000000000171e-05,1.520000000000000111e-07
-1.050000000000000065e-02,-2.750000000000000014e-02,-4.499999999999999660e-03,8.099079999999999821e-03,-2.802409999999999970e-02,8.985510000000000643e-05,1.520000000000000111e-07
-9.499999999999999764e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,7.498379999999999802e-03,-2.710689999999999975e-02,5.569419999999999948e-05,1.520000000000000111e-07
-8.500000000000000611e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,6.900830000000000158e-03,-2.619799999999999907e-02,2.469329999999999954e-05,1.520000000000000111e-07
-6.499999999999999702e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.852430000000000049e-02,-2.794429999999999831e-02,3.007209999999999961e-05,4.019969999999999964e-07
-5.499999999999999681e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.798150000000000096e-02,-2.705050000000000163e-02,-1.166439999999999965e-05,4.019969999999999964e-07
-4.499999999999999660e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.743259999999999948e-02,-2.616440000000000085e-02,-5.440340000000000161e-05,4.019969999999999964e-07
-3.500000000000000073e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.689080000000000095e-02,-2.526880000000000098e-02,-9.236950000000000390e-05,4.019969999999999964e-07
-1.500000000000000031e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.676930000000000087e-02,-2.304669999999999982e-02,-1.795789999999999962e-04,4.019969999999999964e-07
-5.000010000000000262e-04,-2.750000000000000014e-02,-4.499999999999999660e-03,1.655710000000000168e-02,-2.243190000000000114e-02,-1.946820000000000039e-04,4.019969999999999964e-07
4.999989999999999947e-04,-2.750000000000000014e-02,-4.499999999999999660e-03,1.634760000000000033e-02,-2.181599999999999859e-02,-2.089079999999999995e-04,4.019969999999999964e-07
1.500000000000000031e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.613710000000000144e-02,-2.120179999999999981e-02,-2.270949999999999933e-04,4.019969999999999964e-07
2.500000000000000052e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.592599999999999918e-02,-2.058859999999999857e-02,-2.357070000000000118e-04,4.019969999999999964e-07
3.500000000000000073e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.571360000000000118e-02,-1.997329999999999939e-02,-2.559069999999999878e-04,4.019969999999999964e-07
4.499999999999999660e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,1.550750000000000045e-02,-1.935299999999999868e-02,-2.664650000000000178e-04,4.019969999999999964e-07
5.499999999999999681e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,2.425909999999999872e-02,-1.736949999999999952e-02,2.375009999999999882e-04,4.649959999999999903e-07
6.499999999999999702e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,2.402450000000000072e-02,-1.673699999999999841e-02,1.005769999999999960e-04,4.649959999999999903e-07
7.499999999999999722e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,2.381749999999999839e-02,-1.602840000000000167e-02,9.112289999999999453e-05,4.649959999999999903e-07
8.500000000000000611e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,2.358829999999999955e-02,-1.539440000000000079e-02,3.483490000000000084e-05,4.649959999999999903e-07
9.499999999999999764e-03,-2.750000000000000014e-02,-4.499999999999999660e-03,2.336020000000000110e-02,-1.476019999999999936e-02,-2.715570000000000158e-05,4.649959999999999903e-07
1.050000000000000065e-02,-2.750000000000000014e-02,-4.499999999999999660e-03,2.313060000000000116e-02,-1.412300000000000014e-02,-8.288070000000000083e-05,4.649959999999999903e-07
1.149999999999999981e-02,-2.750000000000000014e-02,-4.499999999999999660e-03,2.290230000000000044e-02,-1.349020000000000080e-02,-1.365279999999999912e-04,4.649959999999999903e-07
-1.349999999999999985e-02,-2.649999999999999925e-02,-4.499999999999999660e-03,8.972060000000000451e-03,-3.136280000000000318e-02,2.061200000000000120e-04,1.520000000000000111e-07
-1.250000000000000069e-02,-2.649999999999999925e-02,-4.499999999999999660e-03,8.374140000000000403e-03,-3.045439999999999953e-02,1.752909999999999993e-04,1.520000000000000111e-07
-1.149999999999999981e-02,-2.649999999999999925e-02,-4.499999999999999660e-03,7.774009999999999601e-03,-2.953779999999999947e-02,1.418570000000000074e-04,1.520000000000000111e-07
